"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"T82KMU6U","journalArticle","2008","Lafferty, Kevin D.; Shaw, Jenny C.; Kuris, Armand M.","Reef Fishes Have Higher Parasite Richness at Unfished Palmyra Atoll Compared to Fished Kiritimati Island","EcoHealth","","1612-9210","10.1007/s10393-008-0196-7","https://doi.org/10.1007/s10393-008-0196-7","We compared parasite communities at two coral atolls in the Line Islands chain of the central Pacific (Kiritimati Island and Palmyra Atoll). Palmyra Atoll is relatively pristine while Kiritimati Island is heavily fished. At each island, we sampled five fish species for helminth and arthropod endoparasites: Chromis margaritifer, Plectroglyphidodon dickii,Paracirrhites arcatus, Acanthurus nigricans, and Lutjanus bohar. The surveys found monogeneans, digeneans, cestodes, nematodes, acanthocephalans, and copepods. Parasite richness was higher at Palmyra compared to Kiritimati for all five fish species. Fishes from Palmyra also tended to have more parasites species per host, higher parasite prevalence, and higher parasite abundance than did fishes from Kiritimati. The lower parasitism at Kiritimati may result from a simplified food web due to over fishing. Low biodiversity could impair parasite transmission by reducing the availability of hosts required by parasites with complex life cycles. Most notably, the lower abundances of larval shark tapeworms at Kiritimati presumably reflect the fact that fishing has greatly depleted sharks there in comparison to Palmyra.","2008-09-01","2022-08-12 20:04:38","2022-08-12 20:04:38","2022-05-19 23:25:58","338-345","","3","5","","EcoHealth","","","","","","","","en","","","","","Springer Link","","","","/Users/camilavargas/Zotero/storage/P7VAP9MT/Lafferty et al. - 2008 - Reef Fishes Have Higher Parasite Richness at Unfis.pdf","","abundance; parasites; biodiversity; fishing; Line Islands; padl12; richness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z8RFUN4X","journalArticle","2014","Wegmann, Alexander; Stansbury, Rory; Alifano, Aurora; Oberg, Erik; Pott, Madeleine; McClelland, Pete; Howald, Gregg","Rats to Palm Trees: Baiting the Canopy During the Palmyra Atoll Rat Eradication Project","Proceedings of the Vertebrate Pest Conference","","0507-6773","10.5070/V426110462","https://escholarship.org/uc/item/6cf4349v","Rodent eradication campaigns on tropical islands face challenges not experienced in temperate climates, such as competition for bait by land crabs and extensive use of the forest canopy by rats. In 2011, black rats were successfully eradicated from Palmyra Atoll with a campaign built on lessons learned from a prior, unsuccessful ground-based eradiation attempt. The 2011 eradication team, at considerable cost and effort, ensured that bait (brodifacoum, 0.0025%) was placed in every potential rat territory, including the atoll’s coconut palm canopy. Coconut palm is the dominant canopy tree at Palmyra, covering 45% of the 235 ha land area. Bait applied to palm crowns is not available to land crabs and persists longer than bait placed on the ground. Rats were frequently observed traveling to and from the crowns of palms overhanging the water, yet this important habitat could not be treated by aerial broadcast (the primary bait application method) as this would place bait into the marine environment. To deliver bait to overhanging palms lining Palmyra’s shoreline, we developed a “bola” canopy bait (BCB) ‒ two cotton-gauze sacks connected by 20 cm of twine, each containing 12.5g of bait. A manufacturing system was created to produce the quantities of BCBs needed to treat Palmyra’s overhanging palm habitat. BCBs were slung by hand or with a sling-shot, or dropped into palm crowns by a team member suspended beneath a helicopter. Handheld GPS units were used to record the location of each palm crown treated with a BCB so that the bait application could be tracked. We believe that the successful outcome of the 2011 eradication was due, in part, to the comprehensive treatment of Palmyra’s palm canopy.","2014","2022-08-12 20:04:38","2022-08-12 20:04:38","2022-06-14 21:39:37","","","26","26","","","Rats to Palm Trees","","","","","","","en","","","","","escholarship.org","","","","/Users/camilavargas/Zotero/storage/7935TDKA/Wegmann et al. - 2014 - Rats to Palm Trees: Baiting the Canopy During the .pdf; /Users/camilavargas/Zotero/storage/6IBZXRU4/Wegmann et al. - 2014 - Rats to Palm Trees: Baiting the Canopy During the .html","","padl193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X7B48HZU","journalArticle","2011","Wegmann, Alex; Buckelew, S; Howald, G; Helm, J; Swinnerton, K","Rat eradication campaigns on tropical islands: novel challenges and possible solutions","","","","","","Invasive rodent eradications are a proven, effective method of restoring affected ecosystems and preserving biodiversity on islands. Current rodent eradication practices are inherited from successful temperate or subantarctic campaigns, yet a direct translation of this practice to eradications on tropical islands can be problematic. Tropical island rodent eradications face novel challenges not seen in temperate climates, such as land crabs and the use by rats of complex three-dimensional habitats, such as the crowns of coconut palms (Cocos nucifera). To enhance the ability to anticipate and respond to such challenges, we studied the role of land crabs in eradication outcomes, and patterns of habitat use (ground vs. canopy) by rodents on several tropical islands. During rat eradication planning studies at Palmyra Atoll, Line Islands, indigenous land crabs competed with ship rats (Rattus rattus) for broadcast bait pellets. At Dekehtik Island, Pohnpei State, Federated States of Micronesia, rats (R. exulans) were frequently observed in the forest canopy and most often in the crowns of coconut palms. A pyranine-based biomarker study conducted at Palmyra found that over 30% of captured rats were not exposed to bait following sequential hand-broadcast applications of 18kg/ha and 9kg/ha. Extensive use of coconut palm canopy habitat by rats and competition for bait with land crabs may reduce rat exposure to rodenticide applied to the ground. The risk of land crab interference and canopy preference to eradication success can be mitigated through increased broadcast application rates and aerial broadcast techniques. Such practices require close scrutiny for potential adverse impacts to non-target species. A better understanding of the eradication challenges inherent to tropical environments may enhance the conservation community’s ability to effectively and safely manage the threat that invasive rodents present to tropical island biodiversity","2011","2022-08-12 20:04:38","2022-08-12 20:04:38","","239-243","","","","","","","","","","Island invasives : eradication and management : proceedings of the International Conference on Island Invasives","","","","","","","","","","","","","https://www.researchgate.net/profile/Alexander-Wegmann/publication/247768841_Rat_eradication_campaigns_on_tropical_islands_Novel_challenges_and_possible_solutions/links/02e7e51dca422831ce000000/Rat-eradication-campaigns-on-tropical-islands-Novel-challenges-and-possible-solutions.pdf","forest canopy; rodenticide efficacy; Land crabs; padl192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I2JTMHTC","journalArticle","2011","Knapp, I. S.; Godwin, L. S.; Smith, J. E.; Williams, C. J.; Bell, J. J.","Records of non-indigenous marine species at Palmyra Atoll in the US Line Islands","Marine Biodiversity Records","","1755-2672","10.1017/S1755267211000078","https://www.cambridge.org/core/journals/marine-biodiversity-records/article/records-of-nonindigenous-marine-species-at-palmyra-atoll-in-the-us-line-islands/5D8929D7A0894E2CFF06FBD2AE7792C3","Globally, introductions of non-indigenous species have caused dramatic economic and ecological damage. Most research on marine invasions has occurred in locations easily accessible by researchers, but much less is known about introductions to remote islands. In the central Pacific, Palmyra Atoll represents one of the last remaining quasi-pristine reef systems left in the world. In the 1940s the Atoll underwent extensive military modifications, potentially making it susceptible to invasive species. Here we describe the presence of five non-indigenous invertebrate and algal introductions at Palmyra, including two sponges, Haliclona (Sigmadocia) caerulea and Gelliodes fibrosa; one bryozoan; Zoobotryon verticillatum; one hydroid, Pennaria disticha and one macroalga, Acanthophora spicifera. The Hawaiian Archipelago is the most likely source of the introductions via shipping or yachting activity to the Atoll. Currently, the impacts of these introductions remain unknown although future monitoring will assess the influence of these non-indigenous species on this remote reef system.","2011-04","2022-08-12 20:04:38","2022-08-12 20:04:38","2022-06-07 21:49:13","","","","4","","","","","","","","","","en","","","","","Cambridge University Press","","","","/Users/camilavargas/Zotero/storage/XWJBTZTB/Knapp et al. - 2011 - Records of non-indigenous marine species at Palmyr.pdf; /Users/camilavargas/Zotero/storage/TJ2GXDFU/Knapp et al. - 2011 - Records of non-indigenous marine species at Palmyr.html","","coral reef; Palmyra Atoll; lagoon; sponge; algae; bryozoan; hydroid; introduction; non-indigenous; padl134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P44N3TSC","journalArticle","2012","Druffel-Rodriguez, Kevin C.; Vetter, Desiree; Griffin, Sheila; Druffel, Ellen R. M.; Dunbar, Robert B.; Mucciarone, David A.; Ziolkowski, Lori A.; Sanchez-Cabeza, Joan-Albert","Radiocarbon and stable isotopes in Palmyra corals during the past century","Geochimica et Cosmochimica Acta","","0016-7037","10.1016/j.gca.2010.11.028","https://www.sciencedirect.com/science/article/pii/S0016703711001396","Annual samples from two Palmyra Atoll corals (Porites lutea) that lived during the past 110years were analyzed for radiocarbon (Δ14C) and δ18O. The Δ14C values decreased 7.6‰ from 1896 to 1953, similar to other coral records from the tropical and subtropical Pacific. Δ14C values rose from ∼−60‰ to ∼+110‰ by 1980 due to the input of bomb radiocarbon from the atmosphere. Elevated Δ14C values were observed for the mid- to late-1950s, suggesting early input of bomb radiocarbon, possibly from the largest Marshall Islands bomb tests in 1954. Secondary aragonite precipitation was identified in a portion of one core using scanning electron microscopy and X-radiography, and was responsible for high δ18O and δ13C values and a correlation between them. The Δ14C results were more resistant to alteration, except when contamination was from the bomb era (>1956).","2012-04-01","2022-08-12 20:04:37","2022-08-12 20:04:37","2022-05-26 17:35:12","154-162","","","82","","Geochimica et Cosmochimica Acta","","Environmental Records of Anthropogenic Impacts","","","","","","en","","","","","ScienceDirect","","","","/Users/camilavargas/Zotero/storage/I398KXDT/Druffel-Rodriguez et al. - 2012 - Radiocarbon and stable isotopes in Palmyra corals .html","","padl47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2U3CK43T","journalArticle","2014","Hamilton, Scott L.; Smith, Jennifer E.; Price, Nichole N.; Sandin, Stuart A.","Quantifying patterns of fish herbivory on Palmyra Atoll (USA), an uninhabited predator-dominated central Pacific coral reef","Marine Ecology Progress Series","","0171-8630, 1616-1599","10.3354/meps10684","https://www.int-res.com/abstracts/meps/v501/p141-155/","On many coral reefs, herbivorous fish play an essential role in regulating algal growth and influencing the outcome of coral-algal competition. Working on a remote predator-dominated coral reef on Palmyra Atoll, USA, we used behavioral foraging observations to quantify the roles of common parrotfish and surgeonfish in the roving herbivore guild. We recorded species-specific bite rates on different benthic organisms, quantified the relative abundance of those benthic organisms, and estimated benthos-specific grazing intensities as a function of bite rates, fish abundance, and percent cover. These grazing metrics were compared between the exposed fore reef (~10 m depth) and protected reef terrace (~5 m depth) habitats. We observed large differences in feeding rates and substrate selectivity among fish species. Most species fed predominately on algal turfs; however, some species foraged broadly among fleshy macroalgal taxa, while others specialized on calcified green algae of the genus Halimeda. The highest bite rates were recorded from species targeting algal turfs, while the highest rates of defecation were recorded from species targeting Halimeda. Per capita bite rates of all species were higher in the fore reef habitat (mean 45% more bites min-1); however, overall grazing intensities on turf algae (bites cm-2 d-1) were 5 times higher on the reef terrace than on the fore reef. Despite habitat-specific differences in the herbivore assemblages, the estimated distribution of total bites showed consistency among habitats, with strong guild-level positive foraging selectivity for algal turf. Comparisons of bite and defecation rate data for these herbivores across the Indo-Pacific highlight phylogenetic constraints on grazing activities. Overall, this study illustrates the importance of herbivore functional redundancy, variability in species-specific grazing, and provides a framework for assessing guild-wide grazing impacts on coral reefs.","2014-03-31","2022-08-12 20:04:37","2022-08-12 20:04:37","2022-05-27 17:44:30","141-155","","","501","","","","","","","","","","en","","","","","www.int-res.com","","","","/Users/camilavargas/Zotero/storage/WZA6NHQK/Hamilton et al. - 2014 - Quantifying patterns of fish herbivory on Palmyra .pdf; /Users/camilavargas/Zotero/storage/BZBPPJFS/Hamilton et al. - 2014 - Quantifying patterns of fish herbivory on Palmyra .html","","Parrotfish; Behavioral foraging observations; Bite rates; Defecation rates; Grazing impacts; Macroalgae; padl75; Surgeonfish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USDKJW37","journalArticle","2020","Kodera, Sho M.; Edwards, Clinton B.; Petrovic, Vid; Pedersen, Nicole E.; Eynaud, Yoan; Sandin, Stuart A.","Quantifying life history demographics of the scleractinian coral genus Pocillopora at Palmyra Atoll","Coral Reefs","","1432-0975","10.1007/s00338-020-01940-8","https://doi.org/10.1007/s00338-020-01940-8","Characterizations of colony-specific fate are necessary to predict trajectories of coral population change accurately, and a research challenge exists to collect more robust data describing coral demographic rates and the factors that influence them. Colonial, reef-building corals present challenges to the study of demography, given that the size of individual colonies can be decoupled from age, and rates of colony growth and shrinkage can be effectively indeterminate. In this study, we use a large-area imaging approach to quantify demographic rates of the coral genus Pocillopora and test for the influence of colony-specific predictors on net change in live tissue area (labeled growth and shrinkage) and whole-colony mortality. We found that a colony’s fate was linked to its initial size, with larger colonies experiencing far lower probability of mortality, but higher probability of shrinkage, than smaller colonies. Historical effects also significantly affected colony fate, as colonies with a recent history of tissue loss experienced a higher probability of subsequent shrinkage and mortality the following year. Finally, significant variability in growth and mortality rates was linked to intra-island site differences, which we hypothesize may be driven by differences in food availability and heterotrophic feeding rates. Our work highlights the importance of colony-specific characteristics, including size and historical effects, in influencing demographic fates of corals.","2020-08-01","2022-08-12 20:04:37","2022-08-12 20:04:37","2022-06-10 19:46:56","1091-1105","","4","39","","Coral Reefs","","","","","","","","en","","","","","Springer Link","","","","/Users/camilavargas/Zotero/storage/JFK2AXRG/Kodera et al. - 2020 - Quantifying life history demographics of the scler.pdf","","Coral reefs; Growth; Large-area imagery; Life history; padl182; Pocillopora","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8EW89ZVV","journalArticle","2019","Burnett, Michael W.; White, Timothy D.; McCauley, Douglas J.; De Leo, Giulio A.; Micheli, Fiorenza","Quantifying coconut palm extent on Pacific islands using spectral and textural analysis of very high resolution imagery","International Journal of Remote Sensing","","0143-1161","10.1080/01431161.2019.1594440","https://doi.org/10.1080/01431161.2019.1594440","Native forests on islands throughout the global tropics face increasing pressure from the human-driven expansion of coconut palm (Cocos nucifera) planted for the purposes of coconut oil harvest. Conversion from native forests to Cocos monocultures leads to drastic ecological consequences in island environments and alters terrestrial and marine food webs through a variety of cascading effects and feedbacks. Despite the ecological significance and geographic range of Cocos expansion, large-scale assessments of coconut proliferation are still lacking due to the isolated nature of many islands where Cocos is found. Remote sensing approaches are often used to monitor forest composition at broad scales, but the small physical size of most islands limits the use of many popular satellite sensors with 15–30 m resolution. The recent availability of very high resolution (<5 m) satellite imagery facilitates novel assessment of this major ecological pattern, but the increased resolution introduces problematic ‘salt-and-pepper’ effects due to the heterogeneous nature of palm frond canopies. This case study evaluates the effectiveness of applying grey-level co-occurrence matrix (GLCM) textural features to very high resolution (0.5–2 m) WorldView-2 imagery to resolve the canopy heterogeneity problem and map the extent of Cocos spread on 21 islets of Palmyra Atoll, a protected United States National Wildlife Refuge in the Northern Line Islands. A random forest (RF)-driven classification scheme differentiating between coconut palms, native trees including Pisonia grandis, and endemic Scaevola sericea shrubs achieved 97.0% overall accuracy and 98.4% producer’s and user’s accuracies for the coconut palm class when trained on a combined spectral and GLCM textural feature set. Classifications restricted to the eight spectral bands of WorldView-2 are not only less accurate (89.4% overall accuracy), but also significantly worse at identifying Cocos canopies (79.0% versus 98.0% accuracy when GLCM textures are included). However, paring down the full set of sixteen spectral and textural features to the three most important of each type did not result in significant changes in accuracy. These results demonstrate the effectiveness of a joint high-resolution textural and spectral approach for remotely quantifying the spread of Cocos and its impacts on native tree communities throughout the tropics, including remote island locations.","2019-10-02","2022-08-12 20:04:37","2022-08-12 20:04:37","2022-06-02 21:33:17","7329-7355","","19","40","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/camilavargas/Zotero/storage/PPBZPRGR/Burnett et al. - 2019 - Quantifying coconut palm extent on Pacific islands.pdf; /Users/camilavargas/Zotero/storage/PTAFGVHN/Burnett et al. - 2019 - Quantifying coconut palm extent on Pacific islands.html","","padl106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NX7DV8F8","journalArticle","2013","Gove, Jamison M.; Williams, Gareth J.; McManus, Margaret A.; Heron, Scott F.; Sandin, Stuart A.; Vetter, Oliver J.; Foley, David G.","Quantifying Climatological Ranges and Anomalies for Pacific Coral Reef Ecosystems","PLOS ONE","","1932-6203","10.1371/journal.pone.0061974","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0061974","Coral reef ecosystems are exposed to a range of environmental forcings that vary on daily to decadal time scales and across spatial scales spanning from reefs to archipelagos. Environmental variability is a major determinant of reef ecosystem structure and function, including coral reef extent and growth rates, and the abundance, diversity, and morphology of reef organisms. Proper characterization of environmental forcings on coral reef ecosystems is critical if we are to understand the dynamics and implications of abiotic–biotic interactions on reef ecosystems. This study combines high-resolution bathymetric information with remotely sensed sea surface temperature, chlorophyll-a and irradiance data, and modeled wave data to quantify environmental forcings on coral reefs. We present a methodological approach to develop spatially constrained, island- and atoll-scale metrics that quantify climatological range limits and anomalous environmental forcings across U.S. Pacific coral reef ecosystems. Our results indicate considerable spatial heterogeneity in climatological ranges and anomalies across 41 islands and atolls, with emergent spatial patterns specific to each environmental forcing. For example, wave energy was greatest at northern latitudes and generally decreased with latitude. In contrast, chlorophyll-a was greatest at reef ecosystems proximate to the equator and northern-most locations, showing little synchrony with latitude. In addition, we find that the reef ecosystems with the highest chlorophyll-a concentrations; Jarvis, Howland, Baker, Palmyra and Kingman are each uninhabited and are characterized by high hard coral cover and large numbers of predatory fishes. Finally, we find that scaling environmental data to the spatial footprint of individual islands and atolls is more likely to capture local environmental forcings, as chlorophyll-a concentrations decreased at relatively short distances (>7 km) from 85% of our study locations. These metrics will help identify reef ecosystems most exposed to environmental stress as well as systems that may be more resistant or resilient to future climate change.","2013-04-18","2022-08-12 20:04:36","2022-08-12 20:04:36","2022-08-08 23:14:45","e61974","","4","8","","PLOS ONE","","","","","","","","en","","","","","PLoS Journals","","","","/Users/camilavargas/Zotero/storage/JDQ3RIP9/Gove et al. - 2013 - Quantifying Climatological Ranges and Anomalies fo.pdf; /Users/camilavargas/Zotero/storage/W4SPAK83/Gove et al. - 2013 - Quantifying Climatological Ranges and Anomalies fo.html","","Atolls; Islands; Coral reefs; Reef ecosystems; Basalt; Climatology; Latitude; padl255; Samoa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DC2PDIR5","journalArticle","2012","Wegmann, Alexander; Flint, Elizabeth; White, Susan; Fox, Mark; Howald, Gregg; McClelland, Pete; Alifano, Aurora; Griffiths, Richard","Pushing the Envelope in Paradise: A Novel Approach to Rat Eradication at Palmyra Atoll","Proceedings of the Vertebrate Pest Conference","","0507-6773","10.5070/V425110370","https://escholarship.org/uc/item/8ts4z7hn","Palmyra Atoll National Wildlife Refuge is a moist Central Pacific atoll that supports one of the best remaining tropical forest ecosystems in the region, including 10 species of breeding seabirds and a robust population of the world’s largest terrestrial invertebrate, the coconut crab. Despite these riches, the atoll’s ecosystem has been modified by introduced black rats that were inadvertently brought to Palmyra during WWII. Between June 1 and 30, 2011, a partnership between the U.S. Fish and Wildlife Service, The Nature Conservancy, and Island Conservation successfully implemented a project to remove rats from Palmyra. Independent monitoring of bait application and its environmental effects was undertaken by the USDA. Over the 28-day operation, a team of 41 people from 5 countries utilized 2 helicopters, 10 slingshots, 148 bait stations, and hand spreading to strategically apply 38,561 kg of rodent bait containing the anticoagulant brodifacoum (25 ppm) to Palmyra’s 235 hectares of emergent land. Palmyra’s challenging eradication environment demanded the development of a novel approach, such as broadcast application rates between 75 and 85 kg/ha and the use of “bolas” to bait coastal forest canopy to minimize bait drift into the marine environment. Initial findings show minimal non-target impacts as a result of the project, and post-eradication monitoring has failed to detect rats. Increased recruitment by at least 2 native tree species has been observed. By removing rats from Palmyra, the partnership aims to safeguard the atoll’s indigenous flora and fauna, encourage the reestablishment of extirpated seabird species, and create an ecological refuge for species within the Central Pacific region that are at risk of extinction. This project is a conservation milestone for the Refuge, and it has established a benchmark for eradication campaigns on other tropical islands.","2012","2022-08-12 20:04:36","2022-08-12 20:04:36","2022-06-14 21:32:22","","","25","25","","","Pushing the Envelope in Paradise","","","","","","","en","","","","","escholarship.org","","","","/Users/camilavargas/Zotero/storage/Q7WBT377/Wegmann et al. - 2012 - Pushing the Envelope in Paradise: A Novel Approach.pdf; /Users/camilavargas/Zotero/storage/GMWFQ9XS/Wegmann et al. - 2012 - Pushing the Envelope in Paradise: A Novel Approach.html","","padl191","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KXF4BRZK","journalArticle","2015","Krauss, Ken W.; Duberstein, Jamie A.; Cormier, Nicole; Young, Hillary S.; Hathaway, Stacie A.","Proximity to encroaching coconut palm limits native forest water use and persistence on a Pacific atoll","Ecohydrology","","1936-0592","10.1002/eco.1601","https://onlinelibrary.wiley.com/doi/abs/10.1002/eco.1601","Competition for fresh water between native and introduced plants is one important challenge facing native forests as rainfall variability increases. Competition can be especially acute for vegetation on Pacific atolls, which depend upon consistent rainfall to replenish shallow groundwater stores. Patterns of sap flow, water use, and diameter growth of Pisonia grandis trees were investigated on Sand Islet, Palmyra Atoll, Line Islands, during a period of low rainfall. Sap flow in the outer sapwood was reduced by 53% for P. grandis trees growing within coconut palm (Cocos nucifera) stands (n = 9) versus away from coconut palm (n = 9). This suggested that water uptake was being limited by coconut palm. Radial patterns of sap flow into the sapwood of P. grandis also differed between stands with and without coconut palm, such that individual tree water use for P. grandis ranged from 14 to 67 L day−1, averaging 47·8 L day−1 without coconut palm and 23·6 L day−1 with coconut palm. Diameter growth of P. grandis was measured from nine islets. In contrast to sap flow, competition with coconut palm increased diameter growth by 89%, equating to an individual tree basal area increment of 5·4 versus 10·3 mm2 day−1. Greater diameter growth countered by lower rates of water use by P. grandis trees growing in competition with coconut palm suggests that stem swell may be associated with water storage when positioned in the understory of coconut palm, and may facilitate survival when water becomes limiting until too much shading overwhelms P. grandis. Copyright © 2015 John Wiley & Sons, Ltd.","2015","2022-08-12 20:04:36","2022-08-12 20:04:36","2022-06-14 21:22:27","1514-1524","","8","8","","","","","","","","","","en","","","","","Wiley Online Library","","","","/Users/camilavargas/Zotero/storage/WVAUFC67/Krauss et al. - 2015 - Proximity to encroaching coconut palm limits nativ.html","","Palmyra Atoll; Pacific islands; dendrometry; invasion biology; padl189; sap flow; scaling; tree water use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GMETN9EV","journalArticle","2011","Williams, Gareth J.; Knapp, Ingrid S.; Maragos, James E.; Davy, Simon K.","Proximate environmental drivers of coral communities at Palmyra Atoll: Establishing baselines prior to removing a WWII military causeway","Marine Pollution Bulletin","","0025-326X","10.1016/j.marpolbul.2011.05.002","https://www.sciencedirect.com/science/article/pii/S0025326X11002529","A management proposal aims to partly remove a WWII military causeway at Palmyra Atoll to improve lagoon water circulation and alleviate sedimentation stress on the southeast backreef, an area of high coral cover and diversity. This action could result in a shift in sedimentation across reef sites. To provide management advice, we quantified the proximate environmental factors driving scleractinian coral cover and community patterns at Palmyra. The proportion of fine sedimentation was the optimal predictor of coral cover and changes in community structure, explaining 23.7% and 24.7% of the variation between sites, respectively. Scleractinian coral cover was negatively correlated with increases in fine sedimentation. Removing the causeway could negatively affect the Montipora corals that dominate the western reef terrace, as this genus was negatively correlated with levels of fine sedimentation. The tolerance limits of corals, and sediment re-distribution patterns, should be determined prior to complete removal of the causeway.","2011-08-01","2022-08-12 20:04:36","2022-08-12 20:04:36","2022-05-26 21:35:02","1842-1851","","8","62","","Marine Pollution Bulletin","Proximate environmental drivers of coral communities at Palmyra Atoll","","","","","","","en","","","","","ScienceDirect","","","","/Users/camilavargas/Zotero/storage/SEN7W76B/Williams et al. - 2011 - Proximate environmental drivers of coral communiti.html","","Palmyra Atoll; Central Pacific; Coral communities; Coral decline; Military causeway; padl53; Sediment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U8E5B65C","journalArticle","2010","Williams, Gareth J.; Aeby, Greta S.; Cowie, Rebecca O. M.; Davy, Simon K.","Predictive Modeling of Coral Disease Distribution within a Reef System","PLOS ONE","","1932-6203","10.1371/journal.pone.0009264","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0009264","Diseases often display complex and distinct associations with their environment due to differences in etiology, modes of transmission between hosts, and the shifting balance between pathogen virulence and host resistance. Statistical modeling has been underutilized in coral disease research to explore the spatial patterns that result from this triad of interactions. We tested the hypotheses that: 1) coral diseases show distinct associations with multiple environmental factors, 2) incorporating interactions (synergistic collinearities) among environmental variables is important when predicting coral disease spatial patterns, and 3) modeling overall coral disease prevalence (the prevalence of multiple diseases as a single proportion value) will increase predictive error relative to modeling the same diseases independently. Four coral diseases: Porites growth anomalies (PorGA), Porites tissue loss (PorTL), Porites trematodiasis (PorTrem), and Montipora white syndrome (MWS), and their interactions with 17 predictor variables were modeled using boosted regression trees (BRT) within a reef system in Hawaii. Each disease showed distinct associations with the predictors. Environmental predictors showing the strongest overall associations with the coral diseases were both biotic and abiotic. PorGA was optimally predicted by a negative association with turbidity, PorTL and MWS by declines in butterflyfish and juvenile parrotfish abundance respectively, and PorTrem by a modal relationship with Porites host cover. Incorporating interactions among predictor variables contributed to the predictive power of our models, particularly for PorTrem. Combining diseases (using overall disease prevalence as the model response), led to an average six-fold increase in cross-validation predictive deviance over modeling the diseases individually. We therefore recommend coral diseases to be modeled separately, unless known to have etiologies that respond in a similar manner to particular environmental conditions. Predictive statistical modeling can help to increase our understanding of coral disease ecology worldwide.","2010-02-17","2022-08-12 20:04:35","2022-08-12 20:04:35","2022-05-26 21:52:15","e9264","","2","5","","PLOS ONE","","","","","","","","en","","","","","PLoS Journals","","","","/Users/camilavargas/Zotero/storage/E8C59CAH/Williams et al. - 2010 - Predictive Modeling of Coral Disease Distribution .pdf; /Users/camilavargas/Zotero/storage/C3M8Z9TX/Williams et al. - 2010 - Predictive Modeling of Coral Disease Distribution .html","","Turbidity; Coral reefs; Corals; Marine fish; Decision trees; Epidemiology; Forecasting; Host-pathogen interactions; padl58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
