"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GKVCNEEQ","journalArticle","2010","Williams, Gareth J; Aeby, Greta S; Cowie, Rebecca OM; Davy, Simon K","Predictive modeling of coral disease distribution within a reef system","PLoS One","","1932-6203","10.1371/journal.pone.0009264","https://www.ncbi.nlm.nih.gov/pubmed/20174663","Diseases often display complex and distinct associations with their environment due to differences in etiology, modes of transmission between hosts, and the shifting balance between pathogen virulence and host resistance. Statistical modeling has been underutilized in coral disease research to explore the spatial patterns that result from this triad of interactions. We tested the hypotheses that: 1) coral diseases show distinct associations with multiple environmental factors, 2) incorporating interactions (synergistic collinearities) among environmental variables is important when predicting coral disease spatial patterns, and 3) modeling overall coral disease prevalence (the prevalence of multiple diseases as a single proportion value) will increase predictive error relative to modeling the same diseases independently. Four coral diseases: Porites growth anomalies (PorGA), Porites tissue loss (PorTL), Porites trematodiasis (PorTrem), and Montipora white syndrome (MWS), and their interactions with 17 predictor variables were modeled using boosted regression trees (BRT) within a reef system in Hawaii. Each disease showed distinct associations with the predictors. Environmental predictors showing the strongest overall associations with the coral diseases were both biotic and abiotic. PorGA was optimally predicted by a negative association with turbidity, PorTL and MWS by declines in butterflyfish and juvenile parrotfish abundance respectively, and PorTrem by a modal relationship with Porites host cover. Incorporating interactions among predictor variables contributed to the predictive power of our models, particularly for PorTrem. Combining diseases (using overall disease prevalence as the model response), led to an average six-fold increase in cross-validation predictive deviance over modeling the diseases individually. We therefore recommend coral diseases to be modeled separately, unless known to have etiologies that respond in a similar manner to particular environmental conditions. Predictive statistical modeling can help to increase our understanding of coral disease ecology worldwide.","2010-02-17","2021-09-23 22:35:32","2021-09-23 22:35:32","","e9264","","2","5","","","","","","","","","","","","","","20174663","","","Number: 2","","","","Animals,; Ecosystem,; Anthozoa/growth & development/parasitology,; Ecology/statistics & numerical data,; Geologic Sediments/chemistry,; Hawaii,; Host-Parasite Interactions,; Models, Biological,; physiology,; Regression Analysis,; Salinity,; Trematoda/physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYQRWY2R","thesis","2010","Young, Hillary Suzanne","Cascading Effects of a Plant Community Shifts Across Ecosystem Boundaries","","","","","https://purl.stanford.edu/vw007np9389","","2010","2021-09-23 22:35:32","2021-09-23 22:35:32","","","","","","","","","","","","","Stanford University","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NZ3C89QJ","bookSection","2011","Kolb, G.; Young, H.S.; Jones, H.; Fukami, T.; Orrock, J.L.; Towns, D.; Yang, L.","Effects of seabirds on island consumers","Seabird islands: ecology, invasion, and restoration","","","","","","2011","2021-09-23 22:35:32","2021-09-23 22:35:32","","","","","","","","","","","","","Oxford University Press","","","","","","","","","DOI: 10.1093/acprof:osobl/9780199735693.003.0007","","","","","","Mulder, Christa PH; Anderson, Wendy B; Towns, David R; Bellingham, Peter J","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NBFQKYE4","bookSection","2011","Maragos, James E; Williams, Gareth J","Pacific coral reefs: an introduction","Encyclopedia of Modern Coral Reefs: Structure, Form and Process","90-481-2638-X","","","https://link.springer.com/referencework/10.1007%2F978-90-481-2639-2","","2011","2021-09-23 22:35:32","2021-09-23 22:35:32","","753-776","","","","","","","","","","","","","","","","","","","","DOI: 10.1007/978-90-481-2639-2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8KNBVWTI","bookSection","2011","Mulder, C. P. H.; Jones, H.; Kameda, K.; Palmborg, C.; Schmidt, S.; Ellis, J.; Orrock, J. L.; Wait, A.; Wardle, D. A.; Yang, L.; Young, H.; Croll, D.; Vidal, E.","Impacts of seabirds on plant and soil properties","Seabird islands: ecology, invasion, and restoration","","","","https://doi.org/10.1093/acprof:osobl/9780199735693.003.0005","","2011","2021-09-23 22:35:32","2021-09-23 22:35:32","","","","","","","","","","","","","Oxford University Press","","","","","","","","","DOI: 10.1093/acprof:osobl/9780199735693.003.0005","","","","","","Mulder, Christa PH; Anderson, Wendy B; Towns, David R; Bellingham, Peter J","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DJTGVHJP","journalArticle","2011","Williams, Gareth J; Knapp, Ingrid S; Aeby, Greta S; Davy, Simon K","Spatial and temporal patterns of scleractinian coral, soft coral, and zoanthid disease on a remote, near-pristine coral reef (Palmyra Atoll, central Pacific)","Diseases of Aquatic Organisms","","0177-5103","10.3354/dao02323","https://www.ncbi.nlm.nih.gov/pubmed/21648237","There is an urgent need for accurate baselines of coral disease prevalence across our oceans in order for sudden or unnatural changes to be recognized. Palmyra Atoll allows us to study disease dynamics under near-pristine, functionally intact conditions. We examined disease prevalence among all known species of scleractinian coral, soft coral and zoanthid (Palythoa) at a variety of coral reef habitats at Palmyra over a 2 yr period. In 2008, overall disease prevalence across the atoll was low (0.33%), but higher on the shallower backreef (0.88%) and reef terrace (0.80%) than on the deeper forereef (0.09%). Scleractinian coral disease prevalence was higher (0.30%) than were soft coral and zoanthid disease (0.03% combined). Growth anomalies (GAs) were the most commonly encountered lesions, with scleractinian species in the genera Astreopora (2.12%), Acropora (1.30%), and Montipora (0.98%) showing the highest prevalence atoll-wide. Discoloration necrosis (DN) was most prevalent in the zoanthid Palythoa tuberculosa (1.18%), although the soft coral Sinulana and Montipora also had a prevalence of 0.44 and 0.01%, respectively. Overall disease prevalence within permanently marked transects increased from 0.65% in 2008 to 0.79% in 2009. Palythoa DN contributed most to this increased prevalence, which coincided with rising temperatures during the 2009 El Nino. GAs on the majority of susceptible genera at Palmyra increased in number over time, and led to tissue death. Host distribution and environmental factors (e.g., temperature) appear to be important for determining spatiotemporal patterns of disease at Palmyra. More sophisticated analyses are required to tease apart the likely inter-correlated proximate drivers of disease occurrence on remote, near-pristine reefs.","2011-04-06","2021-09-23 22:35:32","2021-09-23 22:35:32","","89-100","","2","94","","","","","","","","","","","","","","21648237","","","Number: 2","","","","Pacific Islands,; Time Factors; Animals; Anthozoa/microbiology,; Coral Reefs,; Hot Temperature,; Pacific Ocean,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXF9WI6D","bookSection","2011","Young, H.S.; Hurrey, L.; Kolb, G.; Anderson, W.B.","Effects of seabird derived subsidies on aquatic ecosystems","Seabird Islands:  Ecology, Invasion and Restoration","","","","","","2011","2021-09-23 22:35:32","2021-09-23 22:35:32","","","","","","","","","","","","","Oxford University Press","","","","","","","","","DOI: 10.1093/acprof:osobl/9780199735693.003.0008","","","","","","C.P. Mulder, W.B. Anderson, D. Towns, and P. Bellingham","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JFD8IKNG","journalArticle","2011","Young, Hillary S; McCauley, Douglas J; Dirzo, Rodolfo","Differential responses to guano fertilization among tropical tree species with varying functional traits","American journal of botany","","0002-9122","10.3732/ajb.1000159","https://www.ncbi.nlm.nih.gov/pubmed/21613110","PREMISE OF THE STUDY: Seabirds often cause significant changes to soil properties, and seabird-dominated systems often host unique plant communities. This study experimentally (1) examined species-specific responses to seabird guano gradients, (2) considered the role that differential functional traits among species play in altering plant response to guano, and (3) investigated the implications of seabird guano on range-expanding species. METHODS: Using a greenhouse fertilization experiment, we examined how guano fertilization affects the growth and functional traits of four tree species dominant in the Pacific Islands: Cocos nucifera, Pisonia grandis, Scaevola sericea, and Tournefortia argentea. In these systems, seabirds are frequently found in association with three of these four species; the remaining species, C. nucifera, is a recently proliferating species commonly found in the region but rarely associated with seabirds. KEY RESULTS: We determined that responses to guano addition differed significantly between species in ways that were consistent with predictions based on differing functional traits among species. Notably, we demonstrated that C. nucifera showed no growth responses to guano additions, whereas all seabird-associated plants showed strong responses. CONCLUSIONS: These results provide experimental evidence of differential species response to guano additions, suggesting that differences in species functional traits may contribute to changes in plant communities in seabird-dominated areas, with seabird-associated species garnering performance advantages in these high-nutrient environments. Among these species, results also suggest that C. nucifera may have a competitive advantage in low-nutrient environments, providing an unusual example of how a range-expanding plant species can profit from low-nutrient environments.","2011-02","2021-09-23 22:35:32","2021-09-23 22:35:32","","207-214","","2","98","","","","","","","","","","","","","","21613110","","","Number: 2","","","","Animals,; Birds; Boraginaceae/growth & development,; Cocos/growth & development,; Fertilizers,; Geography,; Magnoliopsida/classification/growth & development,; Manure,; Nyctaginaceae/growth & development,; Species Specificity,; Trees/classification/growth & development,; Tropical Climate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FM22L6BB","thesis","2012","Detjen, Matthias","Stable isotopes in turtle epibionts as a tool to understand green turtle (Chelonia mydas) regional movement patterns","","","","","","","2012","2021-09-23 22:35:32","2021-09-23 22:35:32","","","","","","","","","","","","","Columbia University","","","","","","","","","Publication Title: Department of Ecology, Evolution and Environmental Biology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DG8MPZMY","thesis","2012","Kelly, Brooke","Using stable isotope analyses to assess the foraging habits of Palmyra Atoll green turtles (Chelonia mydas)","","","","","","","2012","2021-09-23 22:35:32","2021-09-23 22:35:32","","","","","","","","","","","","","Columbia University","","","","","","","","","Publication Title: Department of Ecology, Evolution and Environmental Biology Volume: Masters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UZHQMPMH","manuscript","2012","Suchanek, Thomas H","The Palmyra Atoll Research Consortium","","","","","","","2012","2021-09-23 22:35:32","2021-09-23 22:35:32","","","","","","","","","","","","","","","","","","","","","","ISBN: 2327-6932 Publisher: US Geological Survey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5H4NRA3Y","journalArticle","2012","Vidal-Martínez, VM; Aguirre-Macedo, ML; McLaughlin, JP; Hechinger, RF; Jaramillo, AG; Shaw, JC; James, AK; Kuris, AM; Lafferty, Kevin D","Digenean metacercariae of fishes from the lagoon flats of Palmyra Atoll, Eastern Indo-Pacific","Journal of helminthology","","0022-149X","10.1017/S0022149X11000526","https://www.ncbi.nlm.nih.gov/pubmed/22217399","Although many studies on the taxonomy of digenean trematodes of marine fishes have been completed in the Eastern Indo-Pacific (EIP) marine ecoregion, only a few have considered metacercarial stages. Here, the results are presented of a taxonomic survey of the digenean metacercariae of fishes from Palmyra Atoll, a remote and relatively pristine US National Wildlife Refuge located 1680 km SSW of Hawaii. Up to 425 individual fish were collected, comprising 42 fish species, from the sand flats bordering the lagoon of the atoll. Quantitative parasitological examinations of each fish were performed. Morphological descriptions of the encountered digenean metacercariae are provided, together with their prevalence, mean intensities, host and tissue-use. Up to 33,964 individuals were recovered representing 19 digenean metacercaria species from eight families. The species composition of digeneans in lagoon fishes at Palmyra Atoll is a subset of what has previously been reported for the EIP. Further, the large diversity and abundance of metacercariae reported in this study highlight the utility of including this group in future ecological research in the EIP marine ecoregion.","2012-12","2021-09-23 22:35:32","2021-09-23 22:35:32","","493-509","","4","86","","","","","","","","","","","","","","22217399","","","Number: 4","","","","Animals,; Fish Diseases/epidemiology/parasitology,; Pacific Ocean,; Fishes,; isolation & purification,; Metacercariae/anatomy & histology/classification,; Microscopy,; Prevalence,; Trematode Infections/epidemiology/parasitology,; United States; veterinary,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27QLGTCG","journalArticle","2013","Max, Lisa M; Hamilton, Scott L; Gaines, Steven D; Warner, Robert R","Benthic processes and overlying fish assemblages drive the composition of benthic detritus on a central Pacific coral reef","Marine Ecology Progress Series","","0171-8630","10.3354/meps10259","https://doi.org/10.3354/meps10259","While detrital material is recognized as an important food source on coral reefs, its role in reef food webs remains unclear. We quantified standing stock and input rates to the detrital resource pool in exposed forereef and protected backreef habitats of Palmyra Atoll National Wildlife Refuge and measured the trophic structure of the overlying fish assemblage. While detrital standing stock was 1.6 times higher on the backreef than on the forereef, detrital input rates were 1.7 to 2.9 times higher on the forereef. Planktivores were the most abundant guild in the fore reef habitat, and stable isotope signatures of detritus reflected a greater input from pelagic sources (i.e. depleted in (13C)). In contrast, herbivores and detritivores numerically dominated the backreef habitat and detrital stable isotope signatures appeared to be predominately of benthic origin (i.e. enriched in C-13). Through total organic carbon (TOC) and nitrogen analyses we found that benthic detritus may represent a significant nutritional source. Converting total nitrogen into maximum protein estimates, we found high benthic deposition of protein (104 to 124 mg m(-2) d(-1)) and organic carbon (184 to 190 mg m(-2) d(-1)), but very low standing stocks of these materials (protein: 5 to 6 mg m(-2), organic carbon: 46 to 63 mg m(-2)). While high water flow rates may explain low standing stocks of detritus in forereef habitats, the lower flow rates in backreef habitats suggest that removal of this material is via consumption by abundant roving detritivorous fishes. Our results provide support for the hypothesis that reef fish detritivory represents a significant consumer-mediated energy pathway, promoting nutrient recycling by linking many elements of a complex food web.","2013","2021-09-23 22:35:33","2021-09-23 22:35:33","","181-195","","","482","","Mar Ecol Prog Ser","","","","","","","","English","","","","WOS:000319337100015","","","","","","","acanthurus-nigrofuscus; carbon; coral reef; damselfishes pomacentridae; detritivore; detritus; epilithic algal; fish; food web; functional-analysis; herbivorous fishes; nitrogen; organic-matter; parrotfishes family scaridae; spatial-patterns; stable isotopes; stable-isotopes; trophic status","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
